agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
0,2025-09-09T00:00:00.000Z,,1,,1998-09-11T00:00:00.000Z,0,,,,A08,0,4,,,3,0,10,1,1964-05-05T00:00:00.000Z,1997-04-21T00:00:00.000Z,16681.01,4474.50,0.00,0,1,0,250000,100000,1998,0,17432,1,16681.01,280000,4,N,5225,1,4474.50,0,0,,617,,0,0,Flooding,15000,0.00,225203,,,,,1,280000,0,A,0,1,,,0,LA,Currently Unavailable,70125,22071,22071012200,220710122002,29.9,-90.1,991ebe9a-3a73-4b83-b6d2-2fa52a9c6732
0,2025-09-09T00:00:00.000Z,1,1,,2016-10-09T00:00:00.000Z,1,1,,,AE,0,,,,3,0,54,1,1963-01-20T00:00:00.000Z,2010-04-19T00:00:00.000Z,7031.41,0.00,0.00,0,1,0,145000,0,2016,1,9031,2,7031.41,190980,2,N,,0,0.00,,0,,357,,0,0,Hurricane Matthew,30000,0.00,450030,450030,"HANAHAN, CITY OF",,,1,238725,,A,0,1,AE,1,0,SC,Currently Unavailable,29410,45015,45015020903,450150209032,32.9,-80.0,e1fa4ad3-79c0-421c-8676-1647f9bff73e
0,2025-09-09T00:00:00.000Z,,1,,1998-09-27T00:00:00.000Z,1,,4.0,11.0,VE,0,,,15.0,1,0,10,1,1986-08-01T00:00:00.000Z,1994-08-14T00:00:00.000Z,14807.09,0.00,0.00,1,A,0,91900,13400,1998,0,15307,0,14807.09,65550,4,N,,0,0.00,,0,,620,,0,0,Hurricane Georges,20000,0.00,010418,,,97,,1,69000,,A,0,0,,,0,AL,Currently Unavailable,36528,01097,01097007202,010970072023,30.2,-88.2,c8fa66ea-8fbb-45bd-ad55-0d123ef1ca5e
0,2025-09-09T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,1,,5.0,7.0,AE,0,4,2.8,12.4,2,0,15,11,2012-10-29T00:00:00.000Z,2004-06-01T00:00:00.000Z,62904.68,13718.28,30000.00,1,RatingEngine,0,250000,35000,2012,0,64905,2,62904.68,167674,0,N,15719,2,13718.28,0,,,305,,0,0,Hurricane Sandy,30000,30000.00,345324,345324,"SURF CITY, BOROUGH OF",,,1,216405,0,A,0,1,AE,1,0,NJ,Currently Unavailable,08008,34029,34029739000,340297390003,39.7,-74.2,8d8a2e3a-d36e-43d1-bd0d-5e29ba4a7f73
0,2025-09-09T00:00:00.000Z,,1,,2004-09-16T00:00:00.000Z,1,,4.0,11.0,AE,0,3,,15.0,1,0,10,1,1994-01-01T00:00:00.000Z,1998-11-17T00:00:00.000Z,3178.40,0.00,0.00,1,1,0,250000,100000,2004,1,3679,1,3178.40,304000,1,N,,1,0.00,,0,,642,,0,0,Hurricane Ivan,30000,0.00,015000,,,20,,1,320000,,R,0,1,,1,0,AL,Currently Unavailable,36555,01003,,,30.4,-87.8,0e12f677-0b3a-46ed-bdf9-d6c15b1e9f0e
0,2025-09-09T00:00:00.000Z,,1,,2016-08-13T00:00:00.000Z,0,,1.0,57.5,AE,0,,55.9,58.6,1,0,,1,1996-01-01T00:00:00.000Z,2009-04-16T00:00:00.000Z,,,,1,1,0,250000,45800,2016,0,,F,0.00,,2,N,928,F,0.00,0,0,,679,,0,0,Mid-summer severe storms,30000,0.00,220060,,,01,97,1,,0,A,0,,,,0,LA,Currently Unavailable,70739,22033,22033004402,220330044022,30.5,-91.0,253cb49d-3ec2-4319-b7aa-1137c666f792
0,2025-09-09T00:00:00.000Z,,1,,2022-06-22T00:00:00.000Z,1,4,8.0,,X,0,,1119.4,1119.6,1,0,15,11,2020-03-01T00:00:00.000Z,2021-03-14T00:00:00.000Z,0.00,0.00,0.00,1,RatingEngine,0,142000,0,2022,1,0,F,0.00,75456,4,N,,,0.00,,,,,,,0,,30000,0.00,540146,540146,NICHOLAS COUNTY*,,97,1,83660,,A,0,,A,1,0,WV,Currently Unavailable,26651,54067,54067950300,540679503001,38.3,-81.0,0acc5bb6-8dc3-472e-b9d6-953a67b826f7
0,2025-09-09T00:00:00.000Z,,1,,2019-05-26T00:00:00.000Z,0,,1.0,788.5,A05,0,3,0.0,789.5,1,0,,1,1992-04-15T00:00:00.000Z,1992-09-27T00:00:00.000Z,10493.84,0.00,0.00,1,1,0,200600,46500,2019,1,11578,F,10493.84,188694,2,N,,F,0.00,,0,,,,0,0,,30000,0.00,290481,290481,"LEWIS AND CLARK, VILLAGE OF",20,,1,214424,,R,0,0,A05,1,0,MO,Currently Unavailable,64484,29021,29021002900,290210029002,39.5,-95.0,a26399f2-f6e0-4660-bb3e-d07a6b640c50
0,2025-09-09T00:00:00.000Z,2,1,,1995-10-04T00:00:00.000Z,1,3,-4.0,,AE,0,,,,3,0,60,1,1994-01-31T00:00:00.000Z,1994-09-24T00:00:00.000Z,6882.19,0.00,0.00,1,2,0,185000,0,1995,0,8069,0,6882.19,185000,1,N,,0,0.00,,0,,586,,0,0,Hurricane Opal,,0.00,120173,,,,,1,0,,R,0,0,,,0,FL,Currently Unavailable,32569,12091,12091023100,120910231003,30.4,-86.8,14366533-109d-4ea1-8aa7-cb96633c808c
0,2025-09-09T00:00:00.000Z,,1,,1992-08-01T00:00:00.000Z,0,,,,AO,0,3,,,1,0,10,1,1978-07-01T00:00:00.000Z,1991-09-04T00:00:00.000Z,,,,0,1,0,63000,3000,1992,0,,9,0.00,,4,N,,9,0.00,,0,,,,0,0,,,0.00,310078,,,,12,1,,,A,0,,,,0,NE,Currently Unavailable,68064,31055,31055007504,310550075041,41.3,-96.3,f594246d-f219-4181-9924-15af22449e8f
0,2025-09-09T00:00:00.000Z,,1,,2005-08-25T00:00:00.000Z,0,3,1.0,9.0,AHB,0,3,8.6,9.7,1,0,,1,1994-01-01T00:00:00.000Z,2003-10-20T00:00:00.000Z,945.70,0.00,0.00,1,1,0,198400,66900,2005,1,1446,0,945.70,171000,4,N,,0,0.00,,0,,652,,0,0,Hurricane Katrina,30000,0.00,120635,,,20,,1,180000,,A,0,1,,,0,FL,Currently Unavailable,33177,12086,12086020000,120860200002,25.6,-80.4,52507162-4fa0-4545-a8d6-8409b48048c7
0,2025-09-09T00:00:00.000Z,,1,,1999-09-16T00:00:00.000Z,0,,,,AE,0,,,,1,0,10,1,1940-01-21T00:00:00.000Z,1988-12-27T00:00:00.000Z,,,,0,1,0,103000,16000,1999,1,,1,0.00,,4,N,,1,0.00,,0,,140,,0,0,Hurricane Floyd,15000,0.00,240078,,,97,97,1,,,A,0,0,,,0,MD,Currently Unavailable,21814,24045,,,38.3,-75.9,84b31593-f386-4d54-80d9-bedb8b80baf7
0,2025-09-09T00:00:00.000Z,,1,,1980-04-13T00:00:00.000Z,0,,,,C,0,4,,,3,0,10,1,1492-10-12T00:00:00.000Z,1979-07-02T00:00:00.000Z,355.05,0.00,0.00,0,1,0,90000,20000,1980,0,556,0,355.05,133000,4,N,,0,0.00,,0,,33,,0,0,Flooding,,0.00,225203,,,97,,1,0,,R,0,0,,,0,LA,Currently Unavailable,70118,22071,22071011700,220710117003,29.9,-90.1,5eb8594b-40b9-4687-a31e-696abe703464
0,2025-09-09T00:00:00.000Z,,1,,2019-05-29T00:00:00.000Z,1,,,,AE,0,7,,,1,0,50,11,1958-01-01T00:00:00.000Z,2013-02-18T00:00:00.000Z,0.00,0.00,0.00,0,RatingEngine,0,150000,0,2019,1,0,5,0.00,59990,4,N,0,,0.00,60000,,,,,,0,,30000,0.00,285253,285253,"GULFPORT, CITY OF",06,06,1,99285,0,R,0,,AE,1,0,MS,Currently Unavailable,39507,28047,28047001703,280470017032,30.4,-89.1,ebde5339-d74d-47e4-991b-dbdb05f74bb9
0,2025-09-09T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,0,1,,,X,0,3,,,1,0,,1,1973-01-01T00:00:00.000Z,2003-08-10T00:00:00.000Z,34700.00,4800.00,0.00,0,1,0,89400,16000,2005,1,38581,0,34700.00,105982,4,N,7355,0,4800.00,0,0,,654,,0,0,Hurricane Katrina,30000,0.00,225199,,,,,1,141309,0,A,0,0,,,0,LA,Currently Unavailable,70123,22051,22051023902,220510239023,30.0,-90.2,f62351aa-1b2f-41c9-b880-f831f98b61ee
0,2025-09-09T00:00:00.000Z,,1,,2006-05-14T00:00:00.000Z,0,,,,C,0,4,,,3,0,,1,1983-12-15T00:00:00.000Z,2004-04-25T00:00:00.000Z,0.00,20225.52,0.00,1,1,0,188500,41700,2006,1,,1,0.00,,4,N,21226,1,20225.52,0,0,,,,0,0,,30000,0.00,230159,,,,97,1,,0,A,0,1,,1,0,ME,Currently Unavailable,03911,23031,23031036001,230310360016,43.1,-70.6,61586148-46ce-4e94-bea9-6329dc0ae370
0,2025-09-09T00:00:00.000Z,0,1,,2017-09-10T00:00:00.000Z,0,,,,AE,0,6,,,5,0,,14,1965-01-01T00:00:00.000Z,2015-03-28T00:00:00.000Z,1897.88,0.00,0.00,0,RatingEngine,0,36000,12000,2017,1,2656,G,1897.88,3039,4,N,,2,0.00,,0,,684,,0,0,Hurricane Irma,30000,0.00,125129,125129,MONROE COUNTY*,20,,1,20298,,R,0,0,AE,1,0,FL,Currently Unavailable,33037,12087,12087972700,120879727002,25.2,-80.4,8265201c-cd4a-4581-a832-157f40589d2f
0,2025-09-09T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,0,,,,B,0,3,,,1,0,,1,1930-01-01T00:00:00.000Z,2005-07-26T00:00:00.000Z,9928.10,536.73,0.00,0,7,0,250000,100000,2005,1,10429,0,9928.10,146120,4,N,1037,0,536.73,0,0,,654,,0,0,Hurricane Katrina,30000,0.00,225203,,,,,1,174800,0,A,0,0,,,0,LA,Currently Unavailable,70122,22071,22071002504,220710025043,30.0,-90.1,1168dee0-bf2d-4cd2-9216-d3f226eba98f
0,2025-09-09T00:00:00.000Z,1,1,,1996-01-20T00:00:00.000Z,0,,,,AE,0,,,,2,0,10,1,1974-07-01T00:00:00.000Z,1985-11-13T00:00:00.000Z,25052.21,9382.81,0.00,0,1,0,33300,12900,1996,1,25802,1,25052.21,154800,4,N,14232,1,9382.81,0,0,,588,,0,0,Flooding,20000,0.00,420397,,,,,1,0,0,A,0,0,,,0,PA,Currently Unavailable,17110,42043,42043021800,420430218001,40.3,-76.9,c96e63af-3863-4451-8d47-fc823d986b5b
0,2025-09-09T00:00:00.000Z,,1,,1999-09-16T00:00:00.000Z,1,3,11.0,13.0,AE,0,,,23.7,1,0,10,1,1972-05-01T00:00:00.000Z,1987-06-21T00:00:00.000Z,,,,0,1,0,54300,2700,1999,0,,0,0.00,,4,N,,0,0.00,,0,,626,,0,0,Hurricane Floyd,20000,0.00,370187,,,97,97,0,,,A,0,0,,,0,NC,Currently Unavailable,28445,37141,37141920101,371419201011,34.4,-77.6,bbacd535-d5f7-4d90-a2c3-a2ba4b54cf94
0,2025-09-09T00:00:00.000Z,1,1,,1986-07-31T00:00:00.000Z,0,,,,,0,2,,,4,0,10,1,1959-07-01T00:00:00.000Z,1978-04-30T00:00:00.000Z,,,,0,1,0,6700,7400,1986,0,,1,0.00,,4,N,,1,0.00,,0,,,,0,0,,,0.00,360829,,,01,01,1,,,,0,0,,,0,NY,Currently Unavailable,10956,36087,36087010803,360870108034,41.2,-74.0,92853e1f-4c91-4088-b756-c6b4d53404c8
0,2025-09-09T00:00:00.000Z,,1,,1986-10-03T00:00:00.000Z,0,,,,A08,0,3,,,1,0,10,4,1492-10-12T00:00:00.000Z,1986-03-13T00:00:00.000Z,39628.88,40343.85,0.00,0,1,0,125000,50000,1986,0,41936,1,39628.88,324000,2,N,41344,1,40343.85,50800,0,,539,,0,0,Flooding,,0.00,400157,,,,,1,0,0,A,0,4,,,0,OK,Currently Unavailable,74354,40115,40115574600,401155746003,36.9,-94.9,c78ada05-1579-404f-84ba-63142a18c8cf
0,2025-09-09T00:00:00.000Z,,1,,2008-09-13T00:00:00.000Z,1,,,,A12,0,4,,,2,0,10,1,1940-01-07T00:00:00.000Z,2003-10-31T00:00:00.000Z,101104.99,35117.72,0.00,0,1,0,183700,50000,2008,1,104105,3,101104.99,233350,4,N,36118,1,35117.72,0,0,,668,,0,0,Hurricane Ike,30000,0.00,485469,,,,,1,240000,0,A,0,2,,,0,TX,Currently Unavailable,77550,48167,48167724300,481677243003,29.3,-94.8,0b01567a-3715-42a1-90be-bcca5ff0afce
0,2025-09-09T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,1,,2.0,10.0,AE,0,,,11.8,2,0,10,1,1993-01-01T00:00:00.000Z,1993-12-08T00:00:00.000Z,,,,1,1,0,250000,75000,2011,1,,1,0.00,,1,N,,1,0.00,,0,,282,,0,0,Hurricane Irene,30000,0.00,345316,,,99,99,1,,,A,0,0,,1,0,NJ,Currently Unavailable,07760,34025,34025803800,340258038003,40.4,-74.0,8c4a407d-bdf1-4721-b121-168b59ee5cd8
0,2025-09-09T00:00:00.000Z,2,1,,2004-09-16T00:00:00.000Z,1,,,,A17,0,,,,3,0,50,1,1970-07-01T00:00:00.000Z,2004-06-29T00:00:00.000Z,27669.56,0.00,0.00,0,1,0,95000,0,2004,1,28670,1,27669.56,96305,2,N,,,0.00,,0,,187,,0,0,Tropical Storm Ivan,30000,0.00,540208,,,,,1,113300,,R,0,79,,,0,WV,Currently Unavailable,26155,54103,54103030700,541030307003,39.6,-80.9,bc864435-ec32-437c-8e6b-06d2767878c0
0,2025-09-09T00:00:00.000Z,2,1,,1982-06-05T00:00:00.000Z,0,,,,A09,0,2,,,1,0,10,1,1492-10-12T00:00:00.000Z,1981-09-06T00:00:00.000Z,224.30,1862.16,0.00,0,1,0,50000,3000,1982,0,425,,224.30,36600,4,N,3295,,1862.16,10000,0,,71,,0,0,Not a named storm,,0.00,445410,,,,,1,0,0,R,0,-4,,,0,RI,Currently Unavailable,02891,44009,44009051000,440090510004,41.3,-71.8,20a1bf15-16d4-4e92-b48c-daf5c6f0b1f2
0,2025-09-09T00:00:00.000Z,,1,,1992-12-11T00:00:00.000Z,0,3,2.0,8.0,AE,0,,,9.8,2,0,10,1,1980-05-08T00:00:00.000Z,1987-08-30T00:00:00.000Z,6079.21,887.50,0.00,1,1,0,190600,2700,1992,0,6579,0,6079.21,97344,1,N,1387,0,887.50,0,0,,567,,0,0,December Storm - Nor'easter,20000,0.00,340393,,,,,0,0,0,A,0,0,,,0,NJ,Currently Unavailable,08050,34029,34029735104,340297351041,39.7,-74.2,52b259b0-48c3-442e-a6a4-452ab10740cd
0,2025-09-09T00:00:00.000Z,,1,,2015-04-27T00:00:00.000Z,0,1,,,X,0,3,,,1,0,,1,1975-07-10T00:00:00.000Z,2014-08-18T00:00:00.000Z,588.01,0.00,0.00,0,7,0,75000,30000,2015,1,1589,1,588.01,42834,4,U,,1,0.00,,0,,,,0,0,,,0.00,220058,,,20,,1,53542,,A,0,4,,1,0,LA,Currently Unavailable,70808,22033,22033002601,220330026011,30.4,-91.2,bade6cb8-e8f1-4e50-a3ef-eee77cdb5ffb
0,2025-09-09T00:00:00.000Z,,1,,2022-09-28T00:00:00.000Z,0,,,,X,0,,,,1,0,,11,1980-05-01T00:00:00.000Z,2022-03-06T00:00:00.000Z,40092.85,0.00,0.00,0,RatingEngine,0,129000,36000,2022,1,42093,2,40092.85,102481,2,N,1241,2,0.00,29600,,FL0222,,,,0,Hurricane Ian,30000,0.00,125144,,SARASOTA COUNTY *,01,,1,206642,37000,A,0,0,,,0,FL,Currently Unavailable,34293,12115,12115002732,121150027323,27.0,-82.4,3c766f3f-5d08-4cde-b721-091471e85ff1
0,2025-09-09T00:00:00.000Z,,1,,1981-07-04T00:00:00.000Z,0,,,,,0,2,,,2,0,10,1,1492-10-12T00:00:00.000Z,1979-10-30T00:00:00.000Z,412.95,870.00,0.00,0,1,0,10000,10000,1981,0,613,,412.95,83500,1,N,1070,,870.00,10000,0,,,,0,0,,,0.00,360497,,,,,1,0,0,A,0,1,,,0,NY,Currently Unavailable,10312,36085,36085014604,360850146044,40.5,-74.2,314b2340-ae34-44c4-92f8-9e4ca9d205f5
0,2025-09-09T00:00:00.000Z,2,1,,1996-09-05T00:00:00.000Z,1,3,5.0,11.0,AE,0,,,15.9,3,0,60,1,1991-07-01T00:00:00.000Z,1995-07-07T00:00:00.000Z,7302.55,0.00,0.00,1,1,0,226300,27600,1996,1,8598,0,7302.55,100000,0,N,,0,0.00,,0,,592,,0,0,Hurricane Fran,20000,0.00,370168,,,97,,1,1870,,A,0,0,,,0,NC,Currently Unavailable,28409,37129,37129012104,371290121042,34.1,-77.9,705fef70-e3a7-46ab-a876-a20ab968d02c
0,2025-09-09T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,1,,,,AE,0,7,,,1,0,50,11,1954-01-01T00:00:00.000Z,2010-09-02T00:00:00.000Z,63253.47,0.00,0.00,0,RatingEngine,0,194000,20000,2012,1,65255,2,63253.47,143396,1,N,679,2,0.00,0,,,306,,0,0,Hurricane Sandy,30000,0.00,365334,365334,"BROOKHAVEN,TOWN OF",01,,1,164389,0,A,0,0,AE,1,0,NY,Currently Unavailable,11715,36103,36103158802,361031588022,40.7,-73.0,6c141dee-e3b3-4e9e-a617-7741b5b8a24a
0,2025-09-09T00:00:00.000Z,1,1,,1979-01-24T00:00:00.000Z,0,,,,,0,,,,2,0,,4,1492-10-12T00:00:00.000Z,1978-03-05T00:00:00.000Z,166.08,0.00,0.00,0,,0,15000,0,1979,0,367,,166.08,60000,1,,,,0.00,,,,12,,0,0,Not a named storm,,0.00,421168,,,,,1,0,,A,0,2,,,0,PA,Currently Unavailable,17099,42087,42087961100,420879611001,40.6,-77.6,0fb182de-53df-4ad4-a1c3-8bd2e470dd13
0,2025-09-09T00:00:00.000Z,,1,,2012-08-29T00:00:00.000Z,0,1,,,VE,0,3,,,1,0,,4,1969-01-01T00:00:00.000Z,2007-04-26T00:00:00.000Z,57354.99,0.00,0.00,0,B,0,150000,35200,2012,0,62355,5,57354.99,255760,1,N,,5,0.00,,0,,299,,0,0,Hurricane Isaac,30000,0.00,225199,,,97,,1,319700,,A,0,13,,,0,LA,Currently Unavailable,70067,22051,22051027902,220510279023,29.7,-90.1,5387b7c3-9e1f-4279-a413-cd41e2a53716
0,2025-09-09T00:00:00.000Z,,1,,2013-03-24T00:00:00.000Z,1,,,,AE,0,4,,,2,0,15,1,1930-05-01T00:00:00.000Z,2010-01-15T00:00:00.000Z,,,,0,1,0,214500,30000,2013,1,,2,0.00,,4,N,,2,0.00,,0,,,,0,0,,30000,0.00,455412,,,20,20,1,,,R,0,1,,1,0,SC,Currently Unavailable,29403,45019,45019001100,450190011001,32.8,-79.9,338912fc-02f9-454b-99cf-80afecb2e7c3
0,2025-09-09T00:00:00.000Z,,1,,2005-09-24T00:00:00.000Z,0,,,,A12,0,,,,1,0,,4,1957-07-01T00:00:00.000Z,2000-08-30T00:00:00.000Z,,,,0,1,0,500000,0,2005,0,,5,0.00,,,N,,0,0.00,,0,,657,,0,0,Hurricane Rita,30000,0.00,485469,,,,06,1,,,,0,0,,,0,TX,Currently Unavailable,77550,48167,48167724000,481677240001,29.3,-94.8,990a6c06-3de3-4788-b150-7def2267f6b2
0,2025-09-09T00:00:00.000Z,,1,,1985-10-29T00:00:00.000Z,0,,,,A11,0,3,,,1,0,10,1,1966-06-03T00:00:00.000Z,1982-02-24T00:00:00.000Z,4840.73,1743.00,0.00,0,1,0,10700,2300,1985,0,5341,0,4840.73,14000,2,N,2243,0,1743.00,40000,0,,533,,0,0,Hurricane Juan,,0.00,220037,,,,,1,0,0,A,0,2,,,0,LA,Currently Unavailable,70669,22019,22019002600,220190026003,30.2,-93.3,3ffb5bcf-a2db-4e94-984e-44597862b3ac
0,2025-09-09T00:00:00.000Z,,1,8,2018-04-13T00:00:00.000Z,0,,,,AE,0,3,,,1,0,,11,2001-01-01T00:00:00.000Z,2001-10-19T00:00:00.000Z,5192.32,0.00,0.00,1,RatingEngine,0,250000,100000,2018,0,6442,F,5192.32,130282,2,N,,1,0.00,,,,,,0,0,,30000,0.00,150001,150001,"HONOLULU , CITY AND COUNTY* OF",97,,1,149917,,A,0,,AE,2,0,HI,Currently Unavailable,96795,15003,15003940004,150039400041,21.3,-157.7,abfaf7ee-80f1-40bc-9b74-b61ad6147092
0,2025-09-09T00:00:00.000Z,1,1,,1993-04-24T00:00:00.000Z,0,1,,,AE,0,,,,2,0,10,1,1974-07-01T00:00:00.000Z,1988-11-20T00:00:00.000Z,3295.12,249.05,0.00,0,1,0,11000,3000,1993,0,4045,9,3295.12,11000,3,N,999,9,249.05,0,0,,,,0,0,,,0.00,290210,,,,,0,0,0,A,0,0,,,0,MO,Currently Unavailable,63347,29113,29113810400,291138104001,39.0,-90.7,ca7a251e-2ee5-473e-9b60-acb3d1ac9843
0,2025-09-09T00:00:00.000Z,2,1,,1996-09-05T00:00:00.000Z,1,,-5.0,10.0,AE,0,7,4.5,13.7,3,0,50,11,1978-07-24T00:00:00.000Z,1991-07-03T00:00:00.000Z,4406.22,0.00,0.00,1,RatingEngine,0,250000,44000,1996,1,5000,F,4406.22,96800,1,N,,1,0.00,,,,592,,0,0,Hurricane Fran,30000,0.00,370187,370187,"TOPSAIL BEACH, TOWN OF",,,1,0,,A,0,4,AE,1,0,NC,Currently Unavailable,28445,37141,37141920106,371419201061,34.4,-77.6,ecc965ba-8b5e-4337-abd6-f6936773db61
0,2025-09-09T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,0,,1.0,9.0,A05,0,4,9.2,10.2,2,0,,3,2004-05-01T00:00:00.000Z,2004-07-08T00:00:00.000Z,110000.00,4621.50,0.00,1,1,0,250000,19200,2005,0,118644,0,110000.00,655272,4,N,5122,0,4621.50,0,0,,654,,0,0,Hurricane Katrina,30000,0.00,225205,,,,,1,689760,0,A,0,3,,,0,LA,Currently Unavailable,70458,22103,22103040801,221030408011,30.2,-89.8,0431fbdd-fac6-418c-876b-4c748f7a0f2b
0,2025-09-09T00:00:00.000Z,0,1,,2016-08-13T00:00:00.000Z,0,,,,A,0,3,,,1,0,,11,1964-08-01T00:00:00.000Z,2012-06-10T00:00:00.000Z,,,,0,RatingEngine,0,150000,60000,2016,1,,2,0.00,,0,N,,1,0.00,,,,679,,0,0,Mid-summer severe storms,30000,0.00,220001,220001,ACADIA PARISH*,97,97,1,,,R,0,1,A,1,0,LA,Currently Unavailable,70526,22001,22001961000,220019610007,30.2,-92.4,774390a8-2649-4ec1-9416-c3baff7f04f1
0,2025-09-09T00:00:00.000Z,,1,,1999-10-15T00:00:00.000Z,0,,1.0,6.5,AHB,0,3,6.7,7.7,1,0,10,4,1975-12-31T00:00:00.000Z,1998-07-18T00:00:00.000Z,47390.06,0.00,0.00,1,1,0,500000,0,1999,0,47890,0,47390.06,1048234,4,N,,0,0.00,,0,,631,,0,0,Hurricane Irene,20000,0.00,120635,,,,,1,1379255,,A,0,1,,,0,FL,Currently Unavailable,33166,12086,12086009035,120860090353,25.8,-80.3,9db078f7-d921-4f68-b8f1-bc7e694e76c6
0,2025-09-09T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,1,3,1.0,13.0,A10,0,3,4.4,13.5,1,0,10,1,1975-01-01T00:00:00.000Z,2004-06-16T00:00:00.000Z,40000.00,5000.00,14800.00,1,1,0,40000,5000,2005,1,40500,0,40000.00,62400,1,N,5500,0,5000.00,0,0,,653,,0,0,Hurricane Katrina,30000,14800.00,285261,,,,,1,69300,0,A,0,4,,,0,MS,Currently Unavailable,39571,28047,28047003000,280470030002,30.3,-89.3,9ce27d92-9838-4457-900c-6849eea238c8
0,2025-09-09T00:00:00.000Z,,1,,1989-09-22T00:00:00.000Z,0,,,,A16,0,4,,,2,0,10,1,1970-07-01T00:00:00.000Z,1986-12-23T00:00:00.000Z,55000.00,0.00,0.00,0,1,0,116700,25800,1989,0,55500,9,55000.00,156700,1,N,,9,0.00,,0,,554,,0,0,Hurricane Hugo,15000,0.00,450085,,,,,0,0,,R,0,7,,,0,SC,Currently Unavailable,29576,45043,45043920501,450439205012,33.6,-79.0,b9399603-859e-4292-bbed-fb90505fac7d
0,2025-09-09T00:00:00.000Z,,1,,1995-05-08T00:00:00.000Z,0,,,,A01,0,4,,,2,0,,1,1972-05-01T00:00:00.000Z,1992-10-08T00:00:00.000Z,320.00,1365.00,0.00,0,1,0,121000,40000,1995,1,1163,1,320.00,150000,4,N,2790,1,1365.00,0,0,,582,,0,0,Flooding,30000,0.00,225199,,,,,1,1210,0,A,0,0,,,0,LA,Currently Unavailable,70006,22051,22051020302,220510203021,30.0,-90.2,60c8d801-5e1b-4c83-b074-b68e480f2e4b
0,2025-09-09T00:00:00.000Z,,1,,2012-08-30T00:00:00.000Z,1,,1.0,36.0,AE,0,,33.0,36.6,1,0,10,1,2004-11-11T00:00:00.000Z,2004-11-11T00:00:00.000Z,5672.55,0.00,0.00,1,1,0,78700,0,2012,0,6672,1,5672.55,24418,2,N,,,0.00,,0,,299,,0,0,Hurricane Isaac,30000,0.00,220113,,,,,1,38667,,A,0,1,,1,0,LA,Currently Unavailable,70754,22063,22063040402,220630404022,30.5,-90.8,66797a35-5c58-4bce-99d1-ca0112a73f00
0,2025-09-09T00:00:00.000Z,1,1,,2011-08-28T00:00:00.000Z,0,1,,,AE,0,2,,,4,0,,1,1958-01-01T00:00:00.000Z,2010-11-15T00:00:00.000Z,,,,0,1,0,130700,65900,2011,1,,5,0.00,,4,N,665,2,0.00,0,0,,282,,0,0,Hurricane Irene,30000,0.00,345306,345306,"NEW PROVIDENCE, BOROUGH OF",01,20,1,,0,A,0,0,AE,1,0,NJ,Currently Unavailable,07974,34039,34039038102,340390381024,40.7,-74.4,4e3ecd8f-50c9-4682-a54a-29f718ed47e8
0,2025-09-09T00:00:00.000Z,,1,,1993-03-12T00:00:00.000Z,0,1,,,AE,0,,,,1,0,10,1,1974-12-31T00:00:00.000Z,1984-11-13T00:00:00.000Z,4232.53,6034.60,0.00,0,1,0,68000,12800,1993,0,5385,9,4232.53,53282,4,N,8919,9,6034.60,0,0,,950,,0,0,Blizzard of 1993,,0.00,120114,,,,,0,0,0,A,0,0,,,0,FL,Currently Unavailable,33611,12057,12057006700,120570067004,27.9,-82.5,3116b5d1-2189-43b9-8e69-2633ec1b2845
