ABSOLUTE_ROWNUMBER,BEGIN_DATE,BEGIN_LOCATION,BEGIN_TIME,CZ_FIPS,CZ_NAME_STR,CZ_TIMEZONE,CZ_TYPE,DAMAGE_CROPS_NUM,DAMAGE_PROPERTY_NUM,DEATHS_DIRECT,DEATHS_INDIRECT,END_DATE,END_TIME,EPISODE_ID,EPISODE_NARRATIVE,EVENT_ID,EVENT_NARRATIVE,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,MAGNITUDE,MAGNITUDE_TYPE,SOURCE,STATE_ABBR,TOR_F_SCALE,WFO,__source_file
119.0,07/10/2005,,1500,38,WINSTON (ZONE),CST,Z,100000,80000,0,0.0,07/11/2005,300.0,1195948,"Hurricane Dennis made landfall during the afternoon of July 10th near Navarre Beach Florida as a category 3 Hurricane. The storm moved north-northwest across Southwest Alabama and then into East-Central Mississippi and finally across Northeast Mississippi during the overnight hours. Wind gusts over tropical storm force were common across areas east of a line from Starkville to Newton to Hattiesburg. These winds caused several hundred trees to uproot or snap and took down numerous power lines. Additionally, a total of 21 homes or businesses sustained minor to major damage from fallen trees or gusty winds. Here are a few locations with the strongest measured wind gusts:
Meridian (Key Field)		59 mph
Meridian Naval Air Station	55 mph
Newton			40 mph
Columbus Air Force Base	43 mph
Pine Belt Airport		46 mph

Heavy rainfall was not a major issue as Dennis steadily moved across the region. Rainfall totals between 2 and 5 inches fell across Eastern Mississippi over a 12 hour period. One indirect fatality occurred in Jasper county from a automobile accident due to wet roads.",5466462,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,MS,,JAN,storm_data_search_results (2).csv
120.0,07/10/2005,,1500,29,WEBSTER (ZONE),CST,Z,80000,50000,0,0.0,07/11/2005,300.0,1195948,"Hurricane Dennis made landfall during the afternoon of July 10th near Navarre Beach Florida as a category 3 Hurricane. The storm moved north-northwest across Southwest Alabama and then into East-Central Mississippi and finally across Northeast Mississippi during the overnight hours. Wind gusts over tropical storm force were common across areas east of a line from Starkville to Newton to Hattiesburg. These winds caused several hundred trees to uproot or snap and took down numerous power lines. Additionally, a total of 21 homes or businesses sustained minor to major damage from fallen trees or gusty winds. Here are a few locations with the strongest measured wind gusts:
Meridian (Key Field)		59 mph
Meridian Naval Air Station	55 mph
Newton			40 mph
Columbus Air Force Base	43 mph
Pine Belt Airport		46 mph

Heavy rainfall was not a major issue as Dennis steadily moved across the region. Rainfall totals between 2 and 5 inches fell across Eastern Mississippi over a 12 hour period. One indirect fatality occurred in Jasper county from a automobile accident due to wet roads.",5466461,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,MS,,JAN,storm_data_search_results (2).csv
121.0,07/10/2005,,1500,57,JASPER (ZONE),CST,Z,150000,100000,0,0.0,07/11/2005,300.0,1195948,"Hurricane Dennis made landfall during the afternoon of July 10th near Navarre Beach Florida as a category 3 Hurricane. The storm moved north-northwest across Southwest Alabama and then into East-Central Mississippi and finally across Northeast Mississippi during the overnight hours. Wind gusts over tropical storm force were common across areas east of a line from Starkville to Newton to Hattiesburg. These winds caused several hundred trees to uproot or snap and took down numerous power lines. Additionally, a total of 21 homes or businesses sustained minor to major damage from fallen trees or gusty winds. Here are a few locations with the strongest measured wind gusts:
Meridian (Key Field)		59 mph
Meridian Naval Air Station	55 mph
Newton			40 mph
Columbus Air Force Base	43 mph
Pine Belt Airport		46 mph

Heavy rainfall was not a major issue as Dennis steadily moved across the region. Rainfall totals between 2 and 5 inches fell across Eastern Mississippi over a 12 hour period. One indirect fatality occurred in Jasper county from a automobile accident due to wet roads.",5467183,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,MS,,JAN,storm_data_search_results (2).csv
122.0,07/10/2005,,1645,62,UPPER BALDWIN (ZONE),CST,Z,0,0,0,0.0,07/10/2005,1710.0,1194649,,5463837,High winds from the eyewall of Hurricane Dennis blew down several trees in the northeast  part of the county.  Wind gust  of 70-80 mph were estimated across the northeast part of the county as Dennis weakened rapidly as it moved north.  Several of the trees fell on structures and damaged them.  The dollar estimates from the damage for this will be under the main Dennis summary in this publication.,Hurricane (Typhoon),0,0.0,,,NWS STORM SURVEY,AL,,MOB,storm_data_search_results (2).csv
123.0,07/10/2005,,1645,55,MONROE (ZONE),CST,Z,0,0,0,0.0,07/10/2005,1730.0,1194648,,5463836,High winds from the eyewall of Hurricane Dennis blew down several trees in the south part of the county.  Wind gust  of 70-80 mph were estimated across the south part of the county as Dennis weakened rapidly as it moved north.  Several of the trees fell on structures and damaged them. The center of Dennis moved across the southwest part of the county. The dollar estimates from the damage for this will be under the main Dennis summary in this publication.,Hurricane (Typhoon),0,0.0,,,NWS STORM SURVEY,AL,,MOB,storm_data_search_results (2).csv
124.0,08/25/2005,,1200,68,COASTAL PALM BEACH (ZONE),EST,Z,0,0,0,0.0,08/26/2005,800.0,1196431,"A tropical wave that moved across the Atlantic from near the west coast of Africa eventually spawned the tropical cyclone that became hurricane Katrina.  The tropical wave became a tropical depression near the central Bahamas late on August 22.  The depression moved slowly northwest and became tropical storm Katrina on August 24 near the northwest Bahama Islands then turned west and intensified to a hurricane on August 25, a few hours before making landfall on the southeast Florida Coast.

The center of the ragged 25-mile-wide eye of Katrina made landfall around 6:30 PM EDT, Thursday, August 25 near the Broward/Miami-Dade County border then moved toward the southwest across central and southwest Miami-Dade County, passing directly over the National Weather Service (NWS) Office in Sweetwater.  Katrina briefly weakened to a tropical storm before exiting the Florida peninsula into the Gulf of Mexico early on August 26 just north of Cape Sable in mainland Monroe County then quickly regained hurricane strength in the southeast Gulf of Mexico.  The distribution of winds and rain near the center of Katrina while passing across the south Florida peninsula were asymmetrical with the strongest winds and heaviest rain located to the south and east of the center.

Measurements from reconnaissance aircraft and Miami Doppler Weather Radar estimated maximum sustained winds in Katrina to be 80 mph.  The maximum reported sustained surface wind over the south Florida peninsula was 72 mph measured atop a building at the University of Miami's Rosenstiel School of Marine and Atmospheric Science (RSMAS) on Virginia Key.  This wind value was determined by adjusting the actual wind speed to the standard anemometer height of 10 meters.  This same site recorded an unadjusted peak wind speed of 94 mph.  The anemometer atop the Miami Weather Forecast Office in Sweetwater measured a sustained wind of 69 mph.  Maximum sustained winds measured at the NWS Automated Surface Observing System (ASOS) sites included 60 mph at Fort Lauderdale-Hollywood International Airport, 50 mph at Tamiami Airport in West Kendall and 48 mph at Miami International Airport.

The maximum ASOS-measured peak wind gusts included 82 mph at Fort Lauderdale-Hollywood International Airport, 78 mph at Miami International Airport and 76 mph at Tamiami Airport in West Kendall.  Other unofficial peak wind gust measurements included 97 mph at Homestead General Airport, 92 mph at Port Everglades, 87 mph at the Miami Weather Forecast Office in Sweetwater, 77 mph at Marco Island, 76 mph at the Atlantic Oceanographic and Meteorological Laboratory (AOML) on Virginia Key, and 64 mph at Boca Raton Airport.  The minimum pressure measured over the south Florida peninsula was 983.1 millibars at the NWS site in Sweetwater.

Rainfall amounts were excessive across portions of south Miami-Dade County causing flooding of structures, vehicles, crop lands and nurseries.  A maximum storm total amount of 16.33 inches, of which 15.10 inches fell in a 24-hour period, was measured by a cooperative observed in Perrine.  Other heavy storm total amounts in south Miami-Dade County included 14.04 inches at Homestead Air Reserve Base, 12.25 inches near Florida City and 11.13 inches near Cutler Ridge.  Most of the remainder of metropolitan Miami-Dade County and all of metropolitan Broward and Palm Beach counties generally received rain amounts of two to four inches.  Rainfall over interior south Florida ranged from one to three inches with mostly less than one inch over coastal Collier County.

Mostly minor beach erosion and isolated incidence of coastal flooding were observed.  The maximum storm tide was estimated at three to five feet along the southwest Florida coast in mainland Monroe County.  This caused water damage to several homes, trailers and vehicles at Flamingo in Everglades National Park early on August 26.  Other maximum storm tide values included 3.0 feet at Naples Pier along the southwest coast at 2.1 feet at Virginia Key on the southeast coast.

A total of six persons are known to have died directly as a result of the winds and water.  Three of the deaths, all in Broward County, were associated with trees or tree limbs that were blown down, striking people.  The other three deaths, all in Miami-Dade County, were associated with drownings, two on boats and one under unknown circumstances.  In addition at least another six people died from indirect hurricane effects including three from carbon monoxide poisoning caused by generators, one in a vehicle accident, one during debris cleanup and one associated with a lack of electricity.  Several people were injured, including five or six related to carbon monoxide poisoning.

Total damage in south Florida was estimated at around $100 million.  Between 100 and 200 houses suffered significant damage, mainly in south Miami-Dade due to flooding. Wind damage was mainly to vegetation, signs, and watercraft.  Winds and flooding combined caused an estimated $423 million in losses to agriculture and nurseries.",5470155,,Hurricane (Typhoon),0,0.0,,,NEWSPAPER,FL,,MFL,storm_data_search_results (2).csv
125.0,08/25/2005,,1200,74,COASTAL DADE (ZONE),EST,Z,423000000,64000000,6,0.0,08/26/2005,800.0,1196431,"A tropical wave that moved across the Atlantic from near the west coast of Africa eventually spawned the tropical cyclone that became hurricane Katrina.  The tropical wave became a tropical depression near the central Bahamas late on August 22.  The depression moved slowly northwest and became tropical storm Katrina on August 24 near the northwest Bahama Islands then turned west and intensified to a hurricane on August 25, a few hours before making landfall on the southeast Florida Coast.

The center of the ragged 25-mile-wide eye of Katrina made landfall around 6:30 PM EDT, Thursday, August 25 near the Broward/Miami-Dade County border then moved toward the southwest across central and southwest Miami-Dade County, passing directly over the National Weather Service (NWS) Office in Sweetwater.  Katrina briefly weakened to a tropical storm before exiting the Florida peninsula into the Gulf of Mexico early on August 26 just north of Cape Sable in mainland Monroe County then quickly regained hurricane strength in the southeast Gulf of Mexico.  The distribution of winds and rain near the center of Katrina while passing across the south Florida peninsula were asymmetrical with the strongest winds and heaviest rain located to the south and east of the center.

Measurements from reconnaissance aircraft and Miami Doppler Weather Radar estimated maximum sustained winds in Katrina to be 80 mph.  The maximum reported sustained surface wind over the south Florida peninsula was 72 mph measured atop a building at the University of Miami's Rosenstiel School of Marine and Atmospheric Science (RSMAS) on Virginia Key.  This wind value was determined by adjusting the actual wind speed to the standard anemometer height of 10 meters.  This same site recorded an unadjusted peak wind speed of 94 mph.  The anemometer atop the Miami Weather Forecast Office in Sweetwater measured a sustained wind of 69 mph.  Maximum sustained winds measured at the NWS Automated Surface Observing System (ASOS) sites included 60 mph at Fort Lauderdale-Hollywood International Airport, 50 mph at Tamiami Airport in West Kendall and 48 mph at Miami International Airport.

The maximum ASOS-measured peak wind gusts included 82 mph at Fort Lauderdale-Hollywood International Airport, 78 mph at Miami International Airport and 76 mph at Tamiami Airport in West Kendall.  Other unofficial peak wind gust measurements included 97 mph at Homestead General Airport, 92 mph at Port Everglades, 87 mph at the Miami Weather Forecast Office in Sweetwater, 77 mph at Marco Island, 76 mph at the Atlantic Oceanographic and Meteorological Laboratory (AOML) on Virginia Key, and 64 mph at Boca Raton Airport.  The minimum pressure measured over the south Florida peninsula was 983.1 millibars at the NWS site in Sweetwater.

Rainfall amounts were excessive across portions of south Miami-Dade County causing flooding of structures, vehicles, crop lands and nurseries.  A maximum storm total amount of 16.33 inches, of which 15.10 inches fell in a 24-hour period, was measured by a cooperative observed in Perrine.  Other heavy storm total amounts in south Miami-Dade County included 14.04 inches at Homestead Air Reserve Base, 12.25 inches near Florida City and 11.13 inches near Cutler Ridge.  Most of the remainder of metropolitan Miami-Dade County and all of metropolitan Broward and Palm Beach counties generally received rain amounts of two to four inches.  Rainfall over interior south Florida ranged from one to three inches with mostly less than one inch over coastal Collier County.

Mostly minor beach erosion and isolated incidence of coastal flooding were observed.  The maximum storm tide was estimated at three to five feet along the southwest Florida coast in mainland Monroe County.  This caused water damage to several homes, trailers and vehicles at Flamingo in Everglades National Park early on August 26.  Other maximum storm tide values included 3.0 feet at Naples Pier along the southwest coast at 2.1 feet at Virginia Key on the southeast coast.

A total of six persons are known to have died directly as a result of the winds and water.  Three of the deaths, all in Broward County, were associated with trees or tree limbs that were blown down, striking people.  The other three deaths, all in Miami-Dade County, were associated with drownings, two on boats and one under unknown circumstances.  In addition at least another six people died from indirect hurricane effects including three from carbon monoxide poisoning caused by generators, one in a vehicle accident, one during debris cleanup and one associated with a lack of electricity.  Several people were injured, including five or six related to carbon monoxide poisoning.

Total damage in south Florida was estimated at around $100 million.  Between 100 and 200 houses suffered significant damage, mainly in south Miami-Dade due to flooding. Wind damage was mainly to vegetation, signs, and watercraft.  Winds and flooding combined caused an estimated $423 million in losses to agriculture and nurseries.",5470157,,Hurricane (Typhoon),0,0.0,,,NEWSPAPER,FL,,MFL,storm_data_search_results (2).csv
126.0,08/25/2005,,1200,72,COASTAL BROWARD (ZONE),EST,Z,0,36000000,0,0.0,08/26/2005,800.0,1196431,"A tropical wave that moved across the Atlantic from near the west coast of Africa eventually spawned the tropical cyclone that became hurricane Katrina.  The tropical wave became a tropical depression near the central Bahamas late on August 22.  The depression moved slowly northwest and became tropical storm Katrina on August 24 near the northwest Bahama Islands then turned west and intensified to a hurricane on August 25, a few hours before making landfall on the southeast Florida Coast.

The center of the ragged 25-mile-wide eye of Katrina made landfall around 6:30 PM EDT, Thursday, August 25 near the Broward/Miami-Dade County border then moved toward the southwest across central and southwest Miami-Dade County, passing directly over the National Weather Service (NWS) Office in Sweetwater.  Katrina briefly weakened to a tropical storm before exiting the Florida peninsula into the Gulf of Mexico early on August 26 just north of Cape Sable in mainland Monroe County then quickly regained hurricane strength in the southeast Gulf of Mexico.  The distribution of winds and rain near the center of Katrina while passing across the south Florida peninsula were asymmetrical with the strongest winds and heaviest rain located to the south and east of the center.

Measurements from reconnaissance aircraft and Miami Doppler Weather Radar estimated maximum sustained winds in Katrina to be 80 mph.  The maximum reported sustained surface wind over the south Florida peninsula was 72 mph measured atop a building at the University of Miami's Rosenstiel School of Marine and Atmospheric Science (RSMAS) on Virginia Key.  This wind value was determined by adjusting the actual wind speed to the standard anemometer height of 10 meters.  This same site recorded an unadjusted peak wind speed of 94 mph.  The anemometer atop the Miami Weather Forecast Office in Sweetwater measured a sustained wind of 69 mph.  Maximum sustained winds measured at the NWS Automated Surface Observing System (ASOS) sites included 60 mph at Fort Lauderdale-Hollywood International Airport, 50 mph at Tamiami Airport in West Kendall and 48 mph at Miami International Airport.

The maximum ASOS-measured peak wind gusts included 82 mph at Fort Lauderdale-Hollywood International Airport, 78 mph at Miami International Airport and 76 mph at Tamiami Airport in West Kendall.  Other unofficial peak wind gust measurements included 97 mph at Homestead General Airport, 92 mph at Port Everglades, 87 mph at the Miami Weather Forecast Office in Sweetwater, 77 mph at Marco Island, 76 mph at the Atlantic Oceanographic and Meteorological Laboratory (AOML) on Virginia Key, and 64 mph at Boca Raton Airport.  The minimum pressure measured over the south Florida peninsula was 983.1 millibars at the NWS site in Sweetwater.

Rainfall amounts were excessive across portions of south Miami-Dade County causing flooding of structures, vehicles, crop lands and nurseries.  A maximum storm total amount of 16.33 inches, of which 15.10 inches fell in a 24-hour period, was measured by a cooperative observed in Perrine.  Other heavy storm total amounts in south Miami-Dade County included 14.04 inches at Homestead Air Reserve Base, 12.25 inches near Florida City and 11.13 inches near Cutler Ridge.  Most of the remainder of metropolitan Miami-Dade County and all of metropolitan Broward and Palm Beach counties generally received rain amounts of two to four inches.  Rainfall over interior south Florida ranged from one to three inches with mostly less than one inch over coastal Collier County.

Mostly minor beach erosion and isolated incidence of coastal flooding were observed.  The maximum storm tide was estimated at three to five feet along the southwest Florida coast in mainland Monroe County.  This caused water damage to several homes, trailers and vehicles at Flamingo in Everglades National Park early on August 26.  Other maximum storm tide values included 3.0 feet at Naples Pier along the southwest coast at 2.1 feet at Virginia Key on the southeast coast.

A total of six persons are known to have died directly as a result of the winds and water.  Three of the deaths, all in Broward County, were associated with trees or tree limbs that were blown down, striking people.  The other three deaths, all in Miami-Dade County, were associated with drownings, two on boats and one under unknown circumstances.  In addition at least another six people died from indirect hurricane effects including three from carbon monoxide poisoning caused by generators, one in a vehicle accident, one during debris cleanup and one associated with a lack of electricity.  Several people were injured, including five or six related to carbon monoxide poisoning.

Total damage in south Florida was estimated at around $100 million.  Between 100 and 200 houses suffered significant damage, mainly in south Miami-Dade due to flooding. Wind damage was mainly to vegetation, signs, and watercraft.  Winds and flooding combined caused an estimated $423 million in losses to agriculture and nurseries.",5470156,,Hurricane (Typhoon),0,0.0,,,NEWSPAPER,FL,,MFL,storm_data_search_results (2).csv
127.0,08/26/2005,,800,78,MONROE/LOWER KEYS (ZONE),EST,Z,0,1000000,0,0.0,08/27/2005,0.0,1198872,,5474301,"Hurricane Katrina passed 40 miles north of Key West as a category one hurricane. Katrina passed 15 miles north Dry Tortugas National Park as a category 2 hurricane.  Over the Monroe County Lower Keys, maximum winds were 54 knots (62 mph) with gusts to 67 knots (77 mph) at Sand Key. Rainfall totalled 10.05 inches at Key West, resulting in extensive street flooding and some residential flooding in Key West. Lowest pressure reported was 999.3 mb at Key West, and 974.4 mb at Dry Tortugas National Park. Storm tides were estimated at 2.5 feet above mean sea level at Key West. Total property damages estimated near $1 million. Most damage caused by wind and resulting rainwater intrusion to homes and businesses.",Hurricane (Typhoon),0,0.0,,,NWS STORM SURVEY,FL,,EYW,storm_data_search_results (2).csv
128.0,08/26/2005,,800,76,MONROE/UPPER KEYS (ZONE),EST,Z,0,400000,0,0.0,08/27/2005,0.0,1198872,,5474303,"Hurricane Katrina passed 40 miles north of Key West as a category one hurricane. Katrina passed 15 miles north Dry Tortugas National Park as a category 2 hurricane. Over the Monroe County Upper Keys, maximum winds were 53 knots (61 mph) with gusts to 67 knots (77 mph) at Molasses Reef Light.  Maximum rainfall was measured at 5.94 inches at John Pennekamp State Park at Key Largo. The lowest pressure reading was 1001.7 mb at Molasses Reef Light.  Storm Tides were around 1 foot above normal. Property damage estimated near $400K from wind damage.",Hurricane (Typhoon),0,0.0,,,NWS STORM SURVEY,FL,,EYW,storm_data_search_results (2).csv
129.0,08/26/2005,,800,77,MONROE/MIDDLE KEYS (ZONE),EST,Z,0,5500000,0,0.0,08/27/2005,0.0,1198872,,5474302,"Hurricane Katrina passed 40 miles north of Key West as a category one hurricane. Katrina passed 15 miles north Dry Tortugas National Park as a category 2 hurricane.  Over the Monroe County Middle Keys, maximum winds were 58 knots (67 mph) with gusts to 69 knots (80 mph) at Sombrero Key Light.  Rainfall totalled 9.89 inches at Curry Hammock State Park east of Marathon, resulting in widespread rainwater flooding. Maximum storm tide was 1.5 feet above mean sea level. Minimum pressure recorded was 1000.2 mb at Long Key. Total property damage estimated at $5.5 million. One tornado occurred at Marathon...resulting in damages up to $5 million. $500K in damage resulted from wind.  No fatalities or injuries reported.",Hurricane (Typhoon),0,0.0,,,NWS STORM SURVEY,FL,,EYW,storm_data_search_results (2).csv
130.0,08/27/2005,,1500,63,LOWER MOBILE (ZONE),CST,Z,0,1000000000,0,0.0,08/29/2005,2100.0,1197145,"For the fourth time this season, the area was threatened by a tropical event.  Major Hurricane Katrina impacted portions of the area during the day of August 29th.    The storm made landfall over southeast Louisiana around sunrise on August 29.  The center of Katrina tracked north northeast near I-59 across southeast Mississippi.  Katrina had a large eye and the wind field was also very large.  Gusts to hurricane force were felt as far east as the Alabama and Mississippi state line. Wind damage from Katrina decreased as you got farther east of the center of the storm.  However, high storm surge values were observed as far east as Destin in Okaloosa county.  The storm surge with Katrina was one of the highest ever recorded as far east as Mobile Bay.  Coastal counties in Alabama were put under a Hurricane Watch  at 300 PM CST on August 27, then a Hurricane Warning at 900 PM CST on August 27.  The coastal counties in northwest Florida were put under a Tropical Storm Warning and a Hurricane Watch at 900 PM CST on August 27.  The Hurricane Watch was dropped for the coastal counties in northwest Florida at 900 AM CST on August 29.  The Tropical Storm Warning for northwest Florida was dropped at 300 PM CST on August 29.  The Hurricane Warning for coastal Alabama was changed to a Tropical Storm Warning at 300 PM CST on August 29.  All tropical warnings were dropped for the entire area at 900 PM CST on August 29 as Katrina moved rapidly inland.  An inland Hurricane Warning was issued for southeast Mississippi and parts of southwest Alabama on August 27 and August 28.  All inland tropical warnings were dropped the evening of August 29.
Some of the wind reports from across southwest Alabama on August 29 were as follows: Mobile Regional Airport, sustained wind of 57 knots with a peak gust of 72 knots.  Brookley Field, sustained wind of 58 knots with a peak gust of 73 knots.  Evergreen, sustained wind of 32 knots with a peak gust of 42 knots. Dauphin Island, sustained wind of 64 knots with a peak gust of 89 knots.  USS Alabama, peak gust 90 knots.  Semmes, peak gust of 57 knots.  Fairhope, peak gust 54 knots.  Middle Bay Lighthouse, peak gust of 72 knots. Wind reports across northwest Florida: Pensacola Regional Airport,  sustained wind of 49 knots with a peak gust of 60 knots.  Pensacola Naval Air Station, sustained wind of 49 knots with a peak gust 62 knots.  Pensacola (WEAR-TV), peak gust 50 knots. Valpariaso (Eglin Air Force Base), sustained winds of 33 knots with a peak gust of 46 knots.  Destin airport, sustained winds of  30 knots with a peak gust 44 knots.  Mary Esther, sustained wind of 38 knots with a peak gust of 52 knots.  Wind gusts across southeast Mississippi  were estimated to be between 70 and 80 knots.
Some of the lowest sea level pressures recorded with Katrina on August 29 were as follows:  Mobile Regional Airport, 983.4 MB. Brookley, 985.8 MB. Dauphin Island, 986.1 MB. Semmes, 982.7 MB.
The highest 48 hour rainfall totals (ending at midnight on August 29). In Alabama: Mobile Regional Airport, 3.80 inches. Semmes, 5.70 inches.  Coden, 7.26 inches.  Thomasville, 3.17 inches. Daphne, 4.97 inches.  In Florida:  Pensacola (WEAR), 3.06 inches.  Philpot, 7.80 inches.  Milton, 4.50 inches.  Molino, 5.00 inches. Oak Grove, 6.00 inches.  In Mississippi: Flint Creek Water Park, 8.20 inches.
The highest storm tides from Katrina occurred at: Mobile State Docks with 11.45 feet.  USS Alabama with 12.0 feet. Dauphin Island with 6.63 feet. Perdido Pass with 5.81 feet.  Pensacola with 5.37 feet.  Santa  Rosa Sound with 4.10 feet.  Destin with 4.56 feet. Some other estimated values: Bayou La Batre with 11-14 feet.  Dog River area 10-13 feet.  Baldwin county with 9-11 feet.  Escambia county with 7-9 feet.  Santa rosa with 5-8 feet.  Okaloosa county with 4-6 feet.  The surge values in Mobile Bay were among the highest ever recorded for the area.  Over 20 million dollars in damage was done to the Alabama State Docks due to the high surge.
Major beach erosion occurred from Dauphin Island to east of Destin.  The west end of Dauphin Island was completely under water with most of the homes on the west end washed away.  Flash flooding occurred throughout the day as Katrina moved inland.  
High winds from Katrina caused significant tree and power line damage to the counties that border the Mississippi and Alabama state line.  Stone and Perry counties in Mississippi received the most damage.  The damage in those two counties resembled the inland damage that hurricane Ivan produced in Alabama last year. Highway 98 in Okaloosa county again had some of the lanes damage due to surge.  I-10 bridge across Pensacola Bay was closed for several hours due to high winds.  The Wallace Tunnel was closed due to high water from the surge.  Most of the businesses on the Causeway over Mobile Bay were damaged or destroyed by the high water.  An oil rig being worked on broke free and floated up Mobile Bay and became lodged underneath the Cochran-Africatown Bridge.  The bridge had to be closed for several hours until it could be inspected for damage.  Several weak tornadoes occurred across the area.
No direct deaths were reported with Katrina in southeast Mississippi, southwest Alabama and northwest Florida.",5469599,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,AL,,MOB,storm_data_search_results (2).csv
131.0,08/27/2005,,1500,75,PERRY (ZONE),CST,Z,0,0,0,0.0,08/29/2005,2100.0,1197146,"For the narrative on Hurricane Katrina in southeast Mississippi see Alabama, Southwest.  Katrina caused major tree damage across southeast Mississippi.  The damage was more severe along and west of Highway 49.  Many of the fallen trees fell on structures and caused damage.",5469606,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,MS,,MOB,storm_data_search_results (2).csv
132.0,08/27/2005,,1500,67,WAYNE (ZONE),CST,Z,0,0,0,0.0,08/29/2005,2100.0,1197146,"For the narrative on Hurricane Katrina in southeast Mississippi see Alabama, Southwest.  Katrina caused major tree damage across southeast Mississippi.  The damage was more severe along and west of Highway 49.  Many of the fallen trees fell on structures and caused damage.",5469609,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,MS,,MOB,storm_data_search_results (2).csv
133.0,08/27/2005,,1500,76,GREENE (ZONE),CST,Z,0,0,0,0.0,08/29/2005,2100.0,1197146,"For the narrative on Hurricane Katrina in southeast Mississippi see Alabama, Southwest.  Katrina caused major tree damage across southeast Mississippi.  The damage was more severe along and west of Highway 49.  Many of the fallen trees fell on structures and caused damage.",5469608,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,MS,,MOB,storm_data_search_results (2).csv
134.0,08/27/2005,,1500,79,GEORGE (ZONE),CST,Z,0,0,0,0.0,08/29/2005,2100.0,1197146,"For the narrative on Hurricane Katrina in southeast Mississippi see Alabama, Southwest.  Katrina caused major tree damage across southeast Mississippi.  The damage was more severe along and west of Highway 49.  Many of the fallen trees fell on structures and caused damage.",5469607,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,MS,,MOB,storm_data_search_results (2).csv
135.0,08/27/2005,,1500,78,STONE (ZONE),CST,Z,0,250000000,0,0.0,08/29/2005,2100.0,1197146,"For the narrative on Hurricane Katrina in southeast Mississippi see Alabama, Southwest.  Katrina caused major tree damage across southeast Mississippi.  The damage was more severe along and west of Highway 49.  Many of the fallen trees fell on structures and caused damage.",5469605,,Hurricane (Typhoon),0,0.0,,,EMERGENCY MANAGER,MS,,MOB,storm_data_search_results (2).csv
